End Date,USD/CAD
2013/7/1,1.05097
2013/6/30,1.05154
2013/6/29,1.05154
2013/6/28,1.04899
2013/6/27,1.04571
2013/6/26,1.04892
2013/6/25,1.04999
2013/6/24,1.05042
2013/6/23,1.04506
2013/6/22,1.04506
2013/6/21,1.04062
2013/6/20,1.03257
2013/6/19,1.02165
2013/6/18,1.0196
2013/6/17,1.0166
2013/6/16,1.01659
2013/6/15,1.01659
2013/6/14,1.01696
2013/6/13,1.01869
2013/6/12,1.01902
2013/6/11,1.02028
2013/6/10,1.01962
2013/6/9,1.01921
2013/6/8,1.01921
2013/6/7,1.02459
2013/6/6,1.03203
2013/6/5,1.03446
2013/6/4,1.03143
2013/6/3,1.03396
2013/6/2,1.03668
2013/6/1,1.03668
2013/5/31,1.03276
2013/5/30,1.03381
2013/5/29,1.03881
2013/5/28,1.0356
2013/5/27,1.03256
2013/5/26,1.03128
2013/5/25,1.03128
2013/5/24,1.03267
2013/5/23,1.03508
2013/5/22,1.03006
2013/5/21,1.02639
2013/5/20,1.02733
2013/5/19,1.02784
2013/5/18,1.02784
2013/5/17,1.02413
2013/5/16,1.01703
2013/5/15,1.01867
2013/5/14,1.01255
2013/5/13,1.01113
2013/5/12,1.00976
2013/5/11,1.00976
2013/5/10,1.00921
2013/5/9,1.00304
2013/5/8,1.00424
2013/5/7,1.00603
2013/5/6,1.00776
2013/5/5,1.00742
2013/5/4,1.00742
2013/5/3,1.01019
2013/5/2,1.00784
2013/5/1,1.00695
2013/4/30,1.01031
2013/4/29,1.01449
2013/4/28,1.01625
2013/4/27,1.01625
2013/4/26,1.01889
2013/4/25,1.02249
2013/4/24,1.02631
2013/4/23,1.02657
2013/4/22,1.02592
2013/4/21,1.02623
2013/4/20,1.02623
2013/4/19,1.02511
2013/4/18,1.02556
2013/4/17,1.02418
2013/4/16,1.02269
2013/4/15,1.01923
2013/4/14,1.01312
2013/4/13,1.01312
2013/4/12,1.01164
2013/4/11,1.01236
2013/4/10,1.0153
2013/4/9,1.01618
2013/4/8,1.01765
2013/4/7,1.01728
2013/4/6,1.01728
2013/4/5,1.01517
2013/4/4,1.0142
2013/4/3,1.0142
2013/4/2,1.01485
2013/4/1,1.01697
2013/3/31,1.01707
2013/3/30,1.01707
2013/3/29,1.01656
2013/3/28,1.01624
2013/3/27,1.01679
2013/3/26,1.01936
2013/3/25,1.02171
2013/3/24,1.02285
2013/3/23,1.02285
2013/3/22,1.02403
2013/3/21,1.02446
2013/3/20,1.02611
2013/3/19,1.02377
2013/3/18,1.02278
2013/3/17,1.01912
2013/3/16,1.01912
2013/3/15,1.02102
2013/3/14,1.02605
2013/3/13,1.02659
2013/3/12,1.02646
2013/3/11,1.02762
2013/3/10,1.02816
2013/3/9,1.02819
2013/3/8,1.0294
2013/3/7,1.03085
2013/3/6,1.02818
2013/3/5,1.02686
2013/3/4,1.02894
2013/3/3,1.02647
2013/3/2,1.02649
2013/3/1,1.02999
2013/2/28,1.02482
2013/2/27,1.02573
2013/2/26,1.0259
2013/2/25,1.02376
2013/2/24,1.02143
2013/2/23,1.02139
2013/2/22,1.01946
2013/2/21,1.01824
2013/2/20,1.01349
2013/2/19,1.01144
2013/2/18,1.00789
2013/2/17,1.00615
2013/2/16,1.00616
2013/2/15,1.00285
2013/2/14,1.00128
2013/2/13,1.00229
2013/2/12,1.00523
2013/2/11,1.00526
2013/2/10,1.00156
2013/2/9,1.00161
2013/2/8,0.99933
2013/2/7,0.99632
2013/2/6,0.99648
2013/2/5,0.99806
2013/2/4,0.99719
2013/2/3,0.9963
2013/2/2,0.99632
2013/2/1,0.99806
2013/1/31,1.0012
2013/1/30,1.00204
2013/1/29,1.00508
2013/1/28,1.00802
2013/1/27,1.00554
2013/1/26,1.00555
2013/1/25,1.00464
2013/1/24,1.00074
2013/1/23,0.99368
2013/1/22,0.99265
2013/1/21,0.99225
2013/1/20,0.99139
2013/1/19,0.99139
2013/1/18,0.98902
2013/1/17,0.98606
2013/1/16,0.98534
2013/1/15,0.98427
2013/1/14,0.98425
2013/1/13,0.98425
2013/1/12,0.98427
2013/1/11,0.98347
2013/1/10,0.98633
2013/1/9,0.98695
2013/1/8,0.98632
2013/1/7,0.98678
2013/1/6,0.98704
2013/1/5,0.98705
2013/1/4,0.98836
2013/1/3,0.98576
2013/1/2,0.9876
2013/1/1,0.9948
2012/12/31,0.99494
2012/12/30,0.99662
2012/12/29,0.99662
2012/12/28,0.99495
2012/12/27,0.99309
2012/12/26,0.99193
2012/12/25,0.99107
2012/12/24,0.99282
2012/12/23,0.99306
2012/12/22,0.99306
2012/12/21,0.99065
2012/12/20,0.98848
2012/12/19,0.9863
2012/12/18,0.98417
2012/12/17,0.98574
2012/12/16,0.9855
2012/12/15,0.98547
2012/12/14,0.98463
2012/12/13,0.98409
2012/12/12,0.98556
2012/12/11,0.98666
2012/12/10,0.98744
2012/12/9,0.98811
2012/12/8,0.98818
2012/12/7,0.99082
2012/12/6,0.99157
2012/12/5,0.99206
2012/12/4,0.99402
2012/12/3,0.99318
2012/12/2,0.99409
2012/12/1,0.99406
2012/11/30,0.99294
2012/11/29,0.99207
2012/11/28,0.99398
2012/11/27,0.99275
2012/11/26,0.99322
2012/11/25,0.99266
2012/11/24,0.99265
2012/11/23,0.99606
2012/11/22,0.99657
2012/11/21,0.99728
2012/11/20,0.99675
2012/11/19,0.99885
2012/11/18,1.00099
2012/11/17,1.001
2012/11/16,1.00121
2012/11/15,1.0023
2012/11/14,1.00151
2012/11/13,1.00079
2012/11/12,0.99939
2012/11/11,1.00132
2012/11/10,1.00135
2012/11/9,1.00013
2012/11/8,0.99712
2012/11/7,0.99234
2012/11/6,0.99461
2012/11/5,0.99579
2012/11/4,0.99555
2012/11/3,0.99557
2012/11/2,0.99618
2012/11/1,0.99906
2012/10/31,0.99912
2012/10/30,1.00037
2012/10/29,0.9993
2012/10/28,0.99675
2012/10/27,0.9967
2012/10/26,0.99611
2012/10/25,0.99303
2012/10/24,0.99201
2012/10/23,0.99321
2012/10/22,0.99364
2012/10/21,0.99339
2012/10/20,0.99332
2012/10/19,0.98802
2012/10/18,0.97961
2012/10/17,0.98383
2012/10/16,0.98318
2012/10/15,0.97927
2012/10/14,0.97972
2012/10/13,0.97991
2012/10/12,0.97856
2012/10/11,0.97991
2012/10/10,0.97891
2012/10/9,0.97649
2012/10/8,0.97757
2012/10/7,0.97828
2012/10/6,0.97838
2012/10/5,0.97918
2012/10/4,0.98477
2012/10/3,0.98595
2012/10/2,0.98233
2012/10/1,0.98317
2012/9/30,0.98335
2012/9/29,0.98335
2012/9/28,0.98089
2012/9/27,0.98287
2012/9/26,0.98219
2012/9/25,0.97881
2012/9/24,0.97903
2012/9/23,0.97602
2012/9/22,0.97605
2012/9/21,0.97524
2012/9/20,0.97745
2012/9/19,0.97431
2012/9/18,0.9747
2012/9/17,0.97176
2012/9/16,0.97158
2012/9/15,0.97172
2012/9/14,0.96747
2012/9/13,0.97478
2012/9/12,0.97374
2012/9/11,0.97443
2012/9/10,0.97746
2012/9/9,0.97844
2012/9/8,0.97855
2012/9/7,0.98059
2012/9/6,0.98754
2012/9/5,0.98813
2012/9/4,0.98565
2012/9/3,0.98607
2012/9/2,0.98613
2012/9/1,0.98604
2012/8/31,0.98986
2012/8/30,0.99093
2012/8/29,0.98826
2012/8/28,0.98902
2012/8/27,0.99061
2012/8/26,0.9918
2012/8/25,0.99183
2012/8/24,0.99302
2012/8/23,0.99099
2012/8/22,0.99122
2012/8/21,0.98711
2012/8/20,0.9886
2012/8/19,0.98912
2012/8/18,0.98917
2012/8/17,0.98761
2012/8/16,0.98842
2012/8/15,0.99132
2012/8/14,0.99212
2012/8/13,0.99176
2012/8/12,0.99089
2012/8/11,0.99084
2012/8/10,0.99251
2012/8/9,0.99346
2012/8/8,0.99641
2012/8/7,0.99867
2012/8/6,1.00043
2012/8/5,1.00115
2012/8/4,1.00116
2012/8/3,1.00323
2012/8/2,1.00502
2012/8/1,1.00229
2012/7/31,1.00165
2012/7/30,1.00369
2012/7/29,1.00301
2012/7/28,1.00293
2012/7/27,1.00776
2012/7/26,1.01252
2012/7/25,1.01934
2012/7/24,1.01917
2012/7/23,1.01627
2012/7/22,1.01266
2012/7/21,1.01254
2012/7/20,1.00939
2012/7/19,1.00868
2012/7/18,1.01215
2012/7/17,1.01412
2012/7/16,1.01479
2012/7/15,1.0135
2012/7/14,1.01352
2012/7/13,1.01699
2012/7/12,1.02091
2012/7/11,1.02052
2012/7/10,1.01981
2012/7/9,1.01966
2012/7/8,1.01926
2012/7/7,1.01923
2012/7/6,1.01622
2012/7/5,1.01311
2012/7/4,1.01284
2012/7/3,1.01473
2012/7/2,1.01774
2012/7/1,1.01611
2012/6/30,1.01608
2012/6/29,1.02481
2012/6/28,1.0278
2012/6/27,1.02495
2012/6/26,1.02702
2012/6/25,1.02788
2012/6/24,1.02432
2012/6/23,1.02414
2012/6/22,1.02734
2012/6/21,1.02228
2012/6/20,1.01846
2012/6/19,1.02097
2012/6/18,1.02295
2012/6/17,1.02108
2012/6/16,1.02113
2012/6/15,1.0233
2012/6/14,1.02674
2012/6/13,1.02678
2012/6/12,1.02908
2012/6/11,1.02432
2012/6/10,1.02601
2012/6/9,1.02649
2012/6/8,1.03091
2012/6/7,1.02647
2012/6/6,1.03297
2012/6/5,1.0387
2012/6/4,1.0413
2012/6/3,1.04041
2012/6/2,1.04056
2012/6/1,1.03705
2012/5/31,1.03006
2012/5/30,1.02645
2012/5/29,1.02379
2012/5/28,1.02459
2012/5/27,1.02868
2012/5/26,1.02882
2012/5/25,1.02739
2012/5/24,1.02571
2012/5/23,1.0233
2012/5/22,1.0177
2012/5/21,1.0201
2012/5/20,1.02177
2012/5/19,1.02176
2012/5/18,1.0195
2012/5/17,1.01367
2012/5/16,1.00917
2012/5/15,1.00255
2012/5/14,1.00195
2012/5/13,0.99998
2012/5/12,1.00007
2012/5/11,1.0018
2012/5/10,1.0011
2012/5/9,1.00156
2012/5/8,0.9961
2012/5/7,0.99574
2012/5/6,0.99533
2012/5/5,0.99542
2012/5/4,0.99028
2012/5/3,0.98607
2012/5/2,0.98656
2012/5/1,0.98682
2012/4/30,0.98324
2012/4/29,0.98005
2012/4/28,0.98001
2012/4/27,0.98362
2012/4/26,0.98292
2012/4/25,0.98591
2012/4/24,0.98987
2012/4/23,0.99423
2012/4/22,0.99188
2012/4/21,0.99187
2012/4/20,0.99334
2012/4/19,0.99162
2012/4/18,0.98976
2012/4/17,0.99553
2012/4/16,0.99969
2012/4/15,0.99904
2012/4/14,0.99915
2012/4/13,0.99574
2012/4/12,0.9996
2012/4/11,1.00315
2012/4/10,0.99895
2012/4/9,0.99725
2012/4/8,0.99661
2012/4/7,0.99659
2012/4/6,0.99421
2012/4/5,0.99544
2012/4/4,0.99361
2012/4/3,0.99046
2012/4/2,0.99528
2012/4/1,0.99794
2012/3/31,0.99815
2012/3/30,0.99703
2012/3/29,0.99873
2012/3/28,0.99654
2012/3/27,0.992
2012/3/26,0.99577
2012/3/25,0.99733
2012/3/24,0.99727
2012/3/23,0.99965
2012/3/22,0.99543
2012/3/21,0.99054
2012/3/20,0.99
2012/3/19,0.99028
2012/3/18,0.99113
2012/3/17,0.99122
2012/3/16,0.99207
2012/3/15,0.99277
2012/3/14,0.99046
2012/3/13,0.99068
2012/3/12,0.99204
2012/3/11,0.99026
2012/3/10,0.99023
2012/3/9,0.9902
2012/3/8,0.99499
2012/3/7,1.00032
2012/3/6,0.99773
2012/3/5,0.99188
2012/3/4,0.98871
2012/3/3,0.98875
2012/3/2,0.98691
2012/3/1,0.98736
2012/2/29,0.99122
2012/2/28,0.99656
2012/2/27,1.00077
2012/2/26,0.99886
2012/2/25,0.99891
2012/2/24,0.99791
2012/2/23,0.99854
2012/2/22,0.99803
2012/2/21,0.99501
2012/2/20,0.99255
2012/2/19,0.99643
2012/2/18,0.99678
2012/2/17,0.99599
2012/2/16,1.0008
2012/2/15,0.99687
2012/2/14,1.00041
2012/2/13,0.99921
2012/2/12,1.00084
2012/2/11,1.00083
2012/2/10,0.99863
2012/2/9,0.99542
2012/2/8,0.99511
2012/2/7,0.99614
2012/2/6,0.99579
2012/2/5,0.99316
2012/2/4,0.99292
2012/2/3,0.99808
2012/2/2,0.99841
2012/2/1,1.0006
2012/1/31,1.00067
2012/1/30,1.00381
2012/1/29,1.00125
2012/1/28,1.00123
2012/1/27,1.00178
2012/1/26,1.00185
2012/1/25,1.01048
2012/1/24,1.00955
2012/1/23,1.0113
2012/1/22,1.0129
2012/1/21,1.01275
2012/1/20,1.01314
2012/1/19,1.01017
2012/1/18,1.01419
2012/1/17,1.01476
2012/1/16,1.02098
2012/1/15,1.02283
2012/1/14,1.02275
2012/1/13,1.0199
2012/1/12,1.01815
2012/1/11,1.01738
2012/1/10,1.01925
2012/1/9,1.02825
2012/1/8,1.02797
2012/1/7,1.02798
2012/1/6,1.02075
2012/1/5,1.01582
2012/1/4,1.01269
2012/1/3,1.01318
2012/1/2,1.01943
2012/1/1,1.02127
2011/12/31,1.02127
2011/12/30,1.01966
2011/12/29,1.0232
2011/12/28,1.01944
2011/12/27,1.02006
2011/12/26,1.02013
2011/12/25,1.02018
2011/12/24,1.02014
2011/12/23,1.01989
2011/12/22,1.02476
2011/12/21,1.02669
2011/12/20,1.03395
2011/12/19,1.0375
2011/12/18,1.03786
2011/12/17,1.03783
2011/12/16,1.03388
2011/12/15,1.03695
2011/12/14,1.03595
2011/12/13,1.02719
2011/12/12,1.02308
2011/12/11,1.01688
2011/12/10,1.01663
2011/12/9,1.02216
2011/12/8,1.01202
2011/12/7,1.00966
2011/12/6,1.01619
2011/12/5,1.01609
2011/12/4,1.01873
2011/12/3,1.01888
2011/12/2,1.01441
2011/12/1,1.01807
2011/11/30,1.02711
2011/11/29,1.03199
2011/11/28,1.03716
2011/11/27,1.04604
2011/11/26,1.04652
2011/11/25,1.0486
2011/11/24,1.04645
2011/11/23,1.04245
2011/11/22,1.03782
2011/11/21,1.03254
2011/11/20,1.02717
2011/11/19,1.0272
2011/11/18,1.02694
2011/11/17,1.02434
2011/11/16,1.02365
2011/11/15,1.01991
2011/11/14,1.01498
2011/11/13,1.00976
2011/11/12,1.00988
2011/11/11,1.01748
2011/11/10,1.02189
2011/11/9,1.01449
2011/11/8,1.01398
2011/11/7,1.01696
2011/11/6,1.01814
2011/11/5,1.01825
2011/11/4,1.01366
2011/11/3,1.0144
2011/11/2,1.01645
2011/11/1,1.00825
2011/10/31,0.9965
2011/10/30,0.99126
2011/10/29,0.99127
2011/10/28,0.99257
2011/10/27,0.99712
2011/10/26,1.01269
2011/10/25,1.00628
2011/10/24,1.00603
2011/10/23,1.00664
2011/10/22,1.0063
2011/10/21,1.01335
2011/10/20,1.01898
2011/10/19,1.01308
2011/10/18,1.021
2011/10/17,1.01225
2011/10/16,1.00948
2011/10/15,1.0093
2011/10/14,1.01745
2011/10/13,1.02022
2011/10/12,1.02216
2011/10/11,1.02925
2011/10/10,1.03095
2011/10/9,1.03918
2011/10/8,1.03906
2011/10/7,1.03669
2011/10/6,1.04162
2011/10/5,1.051
2011/10/4,1.05608
2011/10/3,1.0489
2011/10/2,1.04965
2011/10/1,1.04975
2011/9/30,1.04091
2011/9/29,1.03259
2011/9/28,1.024
2011/9/27,1.02256
2011/9/26,1.03144
2011/9/25,1.02735
2011/9/24,1.02745
2011/9/23,1.02749
2011/9/22,1.01989
2011/9/21,0.996
2011/9/20,0.99175
2011/9/19,0.98524
2011/9/18,0.97763
2011/9/17,0.97754
2011/9/16,0.9832
2011/9/15,0.98905
2011/9/14,0.98963
2011/9/13,0.99166
2011/9/12,0.9977
2011/9/11,0.99621
2011/9/10,0.99616
2011/9/9,0.99144
2011/9/8,0.9854
